,Home,HFG%,H3P%,HFT%,HORB,HTOV,HAST,HPTS,Away,AFG%,A3P%,AFT%,AORB,ATOV,AAST,APTS,HRFG%,HR3P%,HRFT%,HRO,HRT,HRS,HRP,ARFG%,AR3P%,ARFT%,ARO,ART,ARS,ARP,Winner,Home_elo_before,Away_elo_before,Home_elo_after,Away_elo_after,Home_sm_before,Away_sm_before,Home_sm_after,Away_sm_after
65,UTA,.468,.419,.692,14,9,21,96,LAL,.383,.227,.700,14,12,16,81,0.4617314930991217,0.36462093862815886,0.823170731707317,8.0,9.9,17.4,97.2,0.46064814814814814,0.2603305785123967,0.7303921568627451,8.7,8.3,17.8,100.8,H,1499.3098735794842,1475.403446190731,1511.613096742376,1463.1002230278393,1092.4256952518683,773.9768015052028,1095.3842496214318,771.0182471356393
66,LAC,.333,.395,.727,15,6,18,87,DET,.409,.321,.667,12,11,12,95,0.4326812428078251,0.3609271523178808,0.7450199203187251,13.3,8.6,13.7,104.8,0.45875706214689266,0.3389830508474576,0.7613636363636364,11.3,8.5,13.6,104.6,A,1533.2040161600396,1503.9227620235854,1523.125228016384,1514.001550167241,914.8824740140586,876.9224563233983,904.4998058532972,887.3051244841597
67,ATL,.468,.448,.808,3,9,16,106,MIL,.543,.500,.762,5,9,14,117,0.44630071599045346,0.40540540540540543,0.8197674418604651,8.2,9.1,14.9,99.4,0.4817610062893082,0.3745173745173745,0.7577319587628866,5.6,7.7,14.4,101.0,A,1481.7421086932593,1490.9358859567615,1471.1003268170919,1501.577667832929,555.3906730555568,971.0637754297205,554.006993597854,972.4474548874233
68,IND,.468,.455,.750,6,9,19,97,SAS,.400,.321,.722,12,12,15,94,0.4807467911318553,0.3975409836065574,0.759090909090909,9.9,8.4,14.9,108.8,0.42609699769053117,0.3286384976525822,0.7510729613733905,13.2,7.4,14.4,98.3,H,1483.213946287318,1517.8597595891074,1489.5354216959258,1511.5382841804997,972.5785778722191,974.1966797725375,978.2025117343902,968.5727459103664
69,SAC,.390,.273,.813,11,8,17,83,WAS,.471,.500,.650,13,9,15,110,0.4236686390532544,0.3444976076555024,0.7792207792207793,10.2,7.3,14.1,90.8,0.45352743561030234,0.35842293906810035,0.7666666666666667,10.3,9.6,14.0,111.7,A,1475.576854956823,1508.111794170382,1457.6746518226114,1526.0139973045934,449.55168527126165,966.2366536892195,448.1583146204349,967.6300243400462
70,CLE,.383,.303,.852,7,5,15,95,NYK,.472,.464,.810,11,9,14,114,0.47868453105968334,0.35526315789473684,0.8076923076923077,7.8,6.3,14.9,108.3,0.44815256257449343,0.2987551867219917,0.7566371681415929,10.8,7.7,16.9,99.5,A,1492.3288385809665,1461.2071552458817,1474.6689224629067,1478.8670713639415,950.3592156000419,642.3841774234694,914.4980206770407,678.2453723464706
71,GSW,.571,.370,.750,10,3,25,107,DET,.462,.444,1.000,17,16,13,115,0.5186480186480187,0.39221556886227543,0.8364485981308412,10.3,7.3,17.0,120.0,0.4605855855855856,0.3515358361774744,0.7528089887640449,11.6,9.1,13.4,105.5,A,1527.608304773719,1514.001550167241,1518.0697682234797,1523.5400867174803,1348.1999202912557,887.3051244841597,1321.3279591099429,914.1770856654726
72,BOS,.477,.355,.813,15,10,13,108,SAS,.414,.462,.500,12,8,11,94,0.43946731234866826,0.3547297297297297,0.7838983050847458,10.4,9.4,13.6,101.6,0.4125,0.3080357142857143,0.746606334841629,13.6,8.0,14.6,96.0,H,1527.0117340821384,1511.5382841804997,1539.150721844746,1499.3992964178922,1129.2952344426265,968.5727459103664,1135.7661116766278,962.1018686763649
73,MIA,.527,.259,.680,15,8,24,122,MIN,.451,.478,.914,10,16,16,125,0.460093896713615,0.3258064516129032,0.7988826815642458,7.5,7.6,15.6,102.8,0.46604215456674475,0.37117903930131,0.7886792452830189,10.9,8.1,15.4,109.0,A,1488.3345306914246,1472.3238710798169,1482.4105900446546,1478.2478117265869,872.2226525123797,961.281333446814,868.3130508402252,965.1909351189685
74,NYK,.500,.406,.913,11,8,22,116,DEN,.412,.439,.710,13,13,13,110,0.4452380952380952,0.32113821138211385,0.7631578947368421,10.7,7.8,17.1,100.1,0.464839094159714,0.38095238095238093,0.7268518518518519,11.2,7.0,16.5,104.1,H,1478.8670713639415,1504.8096500108522,1487.3522233370497,1496.324498037744,678.2453723464706,921.8530458196817,693.6616090149167,906.4368091512356
75,HOU,.398,.277,.737,10,12,15,107,PHI,.550,.417,.708,7,10,19,115,0.43719806763285024,0.3125,0.8008298755186722,9.0,8.4,14.9,105.2,0.4638009049773756,0.40189873417721517,0.6836734693877551,10.9,9.0,16.7,108.1,A,1505.4580712091142,1474.9225820165025,1495.3355678399462,1485.0450853856705,1314.1569848839722,1154.3363298712945,1299.2693138529542,1169.2240009023126
76,NOP,.459,.250,.778,9,9,19,99,ORL,.506,.471,.722,6,10,16,115,0.4717416378316032,0.34935897435897434,0.755656108597285,10.0,8.3,15.9,109.4,0.48726851851851855,0.4296028880866426,0.7395833333333334,8.8,7.8,15.6,110.3,A,1506.9034855637194,1547.4211294287002,1494.8671554487526,1559.457459543667,996.6846933860933,721.5015940606069,966.7673894712281,751.4188979754721
77,UTA,.469,.457,.800,6,16,14,104,DAL,.447,.500,.818,9,4,24,89,0.46057571964956195,0.36713286713286714,0.8125,8.7,9.8,17.6,97.1,0.42700729927007297,0.39349112426035504,0.7535545023696683,8.4,7.2,15.0,99.4,H,1511.613096742376,1454.7079740339302,1522.3998807240025,1443.9211900523037,1095.3842496214318,618.0126755688882,1096.5573005930373,616.8396245972828
78,POR,.388,.308,.789,6,5,13,85,TOR,.448,.333,.765,8,10,9,99,0.4114942528735632,0.37906137184115524,0.837037037037037,13.2,6.9,13.7,104.7,0.4510250569476082,0.2896341463414634,0.8068669527896996,10.0,9.8,13.6,107.5,A,1514.875392747183,1530.1138305113247,1502.725571881635,1542.2636513768728,1006.3473675111197,1361.630028193043,1004.0530787539041,1363.9243169502588
79,LAC,.453,.400,.833,9,4,12,113,GSW,.584,.483,.767,14,8,12,141,0.42725173210161665,0.37216828478964403,0.7366255144032922,13.0,8.1,14.0,103.4,0.5273809523809524,0.4055727554179567,0.8252427184466019,9.8,6.9,17.8,118.7,A,1523.125228016384,1518.0697682234797,1501.938619072975,1539.2563771668888,904.4998058532972,1321.3279591099429,901.9039847215921,1323.923780241648
80,IND,.424,.414,.773,14,8,14,101,SAC,.420,.143,.500,9,8,14,83,0.4611764705882353,0.3975409836065574,0.759825327510917,9.7,8.5,15.1,105.5,0.42023809523809524,0.3269230769230769,0.7898089171974523,9.7,7.3,14.4,89.8,H,1489.5354216959258,1457.6746518226114,1503.0292085754006,1444.1808649431366,978.2025117343902,448.1583146204349,979.1686527462606,447.19217360856453
81,MIL,.416,.290,.818,4,8,14,91,OKC,.494,.429,.857,9,6,15,110,0.4899244332493703,0.396,0.7536945812807881,5.3,7.7,14.4,103.0,0.4672789896670494,0.3474025974025974,0.75,11.5,10.7,15.3,107.7,A,1501.577667832929,1530.2379857180126,1487.3959008475153,1544.4197527034262,972.4474548874233,984.7081023130968,957.3452039471772,999.810353253343
82,LAL,.495,.462,.786,11,9,14,113,DET,.436,.303,.333,10,7,12,93,0.4502923976608187,0.2489451476793249,0.7254901960784313,9.2,8.8,17.7,97.7,0.4544431946006749,0.34965034965034963,0.7865168539325843,12.1,10.0,13.3,104.8,H,1463.1002230278393,1523.5400867174803,1483.2771956073964,1503.3631141379233,771.0182471356393,914.1770856654726,796.7355373767106,888.4597954244014
83,CLE,.500,.226,.700,8,6,16,107,IND,.544,.615,.769,8,9,11,124,0.4652014652014652,0.3411371237458194,0.8158995815899581,7.7,6.3,15.5,105.9,0.4694835680751174,0.4057377049180328,0.7453703703703703,9.7,8.0,14.6,106.0,A,1474.6689224629067,1503.0292085754006,1461.5129225867036,1516.1852084516038,914.4980206770407,979.1686527462606,903.1338684740778,990.5328049492235
84,PHI,.465,.371,.560,15,10,16,119,ATL,.436,.348,.704,12,11,18,109,0.46864310148232613,0.39672131147540984,0.6844660194174758,10.5,9.0,17.3,108.4,0.44576877234803336,0.4095940959409594,0.8222222222222222,7.9,9.1,14.5,100.7,H,1485.0450853856705,1471.1003268170919,1494.8964110795962,1461.2490011231662,1169.2240009023126,554.006993597854,1169.6156152332003,553.6153792669664
85,BOS,.488,.415,.842,16,10,16,113,SAC,.432,.300,.833,7,10,15,86,0.4449760765550239,0.35353535353535354,0.7782608695652173,11.3,9.7,13.4,102.8,0.4258600237247924,0.31,0.7721518987341772,9.4,7.5,14.5,90.2,H,1539.150721844746,1444.1808649431366,1552.957561052632,1430.3740257352506,1135.7661116766278,447.19217360856453,1136.2530655929627,446.70521969222955
86,MIA,.410,.387,.895,3,8,11,97,CHI,.404,.250,.632,7,7,12,91,0.46744186046511627,0.31333333333333335,0.7956989247311828,8.0,7.2,16.1,104.6,0.3934040047114252,0.3333333333333333,0.7802197802197802,11.0,5.7,14.6,91.7,H,1482.4105900446546,1455.9396788968318,1489.4071395535298,1448.9431293879566,868.3130508402252,455.9746785716184,869.3039514285872,454.98377798325635
87,MEM,.476,.333,.688,5,12,13,99,ORL,.507,.448,.857,6,6,24,101,0.44801026957637996,0.3554817275747508,0.768,7.1,8.2,13.8,99.7,0.490104772991851,0.4379310344827586,0.7348066298342542,8.3,8.0,15.8,110.2,A,1536.5153378023908,1559.457459543667,1532.0834138598404,1563.8893834862174,710.3130593396063,751.4188979754721,706.1859298006357,755.5460275144427
88,NOP,.429,.258,.857,9,13,19,98,MIN,.494,.273,.667,11,13,21,104,0.46882217090069284,0.3344155844155844,0.7592592592592593,9.9,8.7,16.3,107.9,0.46744186046511627,0.3832599118942731,0.7992831541218638,11.2,9.2,15.6,111.4,A,1494.8671554487526,1478.2478117265869,1486.6556434095378,1486.4593237658016,966.7673894712281,965.1909351189685,958.9897661941752,972.9685583960213
89,NYK,.433,.308,.846,6,8,19,97,HOU,.477,.365,.762,9,6,14,119,0.4543297746144721,0.3346456692913386,0.7844827586206896,10.7,7.8,16.8,103.3,0.43884892086330934,0.30385487528344673,0.7906976744186046,9.2,9.2,14.7,107.0,A,1487.3522233370497,1495.3355678399462,1470.3528839524338,1512.3349072245621,693.6616090149167,1299.2693138529542,692.9607551327708,1299.9701677351
90,DEN,.534,.500,.655,9,9,12,129,TOR,.494,.355,.640,9,7,13,111,0.4592680047225502,0.3797909407665505,0.7148936170212766,11.8,7.9,15.8,105.5,0.45310734463276836,0.29523809523809524,0.8053097345132744,10.3,9.7,13.1,107.7,H,1496.324498037744,1542.2636513768728,1514.2146613838925,1524.3734880307243,906.4368091512356,1363.9243169502588,951.2621712866514,1319.098954814843
91,UTA,.378,.448,.861,10,9,14,112,POR,.398,.265,.741,11,8,17,103,0.45828144458281445,0.3835616438356164,0.8136645962732919,8.6,10.3,17.2,97.9,0.4085155350978136,0.3709090909090909,0.8267716535433071,12.5,6.4,13.4,102.2,H,1522.3998807240025,1502.725571881635,1531.4407999041691,1493.6846527014684,1096.5573005930373,1004.0530787539041,1103.2628306368013,997.34754871014
92,LAC,.526,.464,.828,7,9,16,119,DAL,.393,.333,.800,9,8,14,98,0.43431952662721895,0.3754152823920266,0.7384615384615385,12.2,7.3,13.8,103.9,0.4211165048543689,0.391304347826087,0.7536945812807881,9.0,6.9,15.7,97.3,H,1501.938619072975,1443.9211900523037,1515.4548387098455,1430.4049704154331,901.9039847215921,616.8396245972828,906.3845319247865,612.3590773940883
93,SAS,.391,.292,.739,14,6,16,92,GSW,.518,.500,.750,5,11,14,112,0.4202733485193622,0.3407079646017699,0.7102803738317757,13.1,8.0,14.0,96.7,0.5293427230046949,0.4153846153846154,0.8214285714285714,10.2,7.4,16.5,122.1,A,1499.3992964178922,1539.2563771668888,1485.33828305105,1553.317390533731,962.1018686763649,1323.923780241648,959.287382186905,1326.7382667311078
94,POR,.465,.409,.889,10,7,12,113,LAL,.544,.222,.741,2,8,11,110,0.4107551487414188,0.3607142857142857,0.8185483870967742,11.8,6.5,13.3,102.2,0.45550351288056207,0.27467811158798283,0.7227722772277227,9.7,8.8,17.0,98.8,H,1493.6846527014684,1483.2771956073964,1499.06307187108,1477.8987764377848,997.34754871014,796.7355373767106,999.6561796003924,794.4269064864582
95,DET,.474,.308,.821,7,10,12,105,MIL,.470,.400,.889,7,6,13,96,0.4569832402234637,0.3470790378006873,0.79375,11.9,9.6,13.3,104.6,0.47914032869785084,0.3840304182509506,0.764102564102564,5.0,7.6,14.4,100.8,H,1503.3631141379233,1487.3959008475153,1512.532786141529,1478.2262288439097,888.4597954244014,957.3452039471772,900.7774410460811,945.0275583254975
96,ORL,.407,.286,.600,7,6,16,83,CHI,.471,.483,.917,9,6,14,105,0.4928909952606635,0.4429530201342282,0.7409638554216867,7.8,7.8,16.8,108.7,0.38588235294117645,0.3069620253164557,0.7606382978723404,10.9,6.1,14.9,89.6,A,1563.8893834862174,1448.9431293879566,1538.4491938222122,1474.3833190519617,755.5460275144427,454.98377798325635,716.3813700068142,494.14843549088476
97,PHI,.500,.500,.786,12,7,18,121,IND,.464,.286,.632,8,6,11,110,0.4609375,0.3924050632911392,0.6666666666666666,11.3,9.0,17.0,108.8,0.4774566473988439,0.42338709677419356,0.7464114832535885,9.9,8.0,13.8,108.7,H,1494.8964110795962,1516.1852084516038,1506.7841041750003,1504.2975153561997,1169.6156152332003,990.5328049492235,1174.6801037694827,985.468316412941
98,WAS,.536,.393,.677,9,5,16,122,CLE,.561,.444,.929,8,11,14,130,0.4563758389261745,0.38162544169611307,0.7404580152671756,10.6,9.2,14.0,111.8,0.46916565900846435,0.32550335570469796,0.8135593220338984,8.0,6.1,15.3,106.5,A,1526.0139973045934,1461.5129225867036,1514.6835625196334,1472.8433573716636,967.6300243400462,903.1338684740778,956.2997675356353,914.4641252784887
99,ATL,.481,.333,.833,5,8,18,104,HOU,.472,.340,.826,9,14,12,119,0.4495305164319249,0.40601503759398494,0.8041237113402062,8.4,9.2,15.3,103.0,0.4469606674612634,0.31390134529147984,0.7966804979253111,9.1,8.6,14.6,108.2,A,1461.2490011231662,1512.3349072245621,1450.2024802526726,1523.3814280950558,553.6153792669664,1299.9701677351,553.388863862448,1300.1966831396185
100,DAL,.386,.265,.773,9,4,15,94,NOP,.404,.241,.769,9,9,12,99,0.4157706093189964,0.3772455089820359,0.7547169811320755,9.0,7.3,14.7,98.2,0.45964912280701753,0.3202614379084967,0.7692307692307693,9.8,9.0,17.1,105.4,A,1430.4049704154331,1486.6556434095378,1424.7515196574989,1492.309094167472,612.3590773940883,958.9897661941752,611.0401980990271,960.3086454892365
101,DEN,.450,.391,.560,13,9,17,95,MIA,.468,.405,.636,8,9,23,94,0.46941176470588236,0.39792387543252594,0.7172131147540983,10.9,8.1,15.4,108.8,0.4623406720741599,0.3180327868852459,0.7914438502673797,7.9,7.4,16.3,104.3,H,1514.2146613838925,1489.4071395535298,1517.8954137429637,1485.7263871944585,951.2621712866514,869.3039514285872,954.1768141816842,866.3893085335544
102,UTA,.438,.348,.917,10,9,13,100,TOR,.535,.367,.786,5,9,16,109,0.4520884520884521,0.40273037542662116,0.8225806451612904,8.8,10.5,16.8,100.7,0.45662100456621,0.3076923076923077,0.7758620689655172,9.5,9.4,12.8,107.6,A,1531.4407999041691,1524.3734880307243,1521.4525262251395,1534.3617617097539,1103.2628306368013,1319.098954814843,1099.5440163338603,1322.8177691177839
103,OKC,.402,.371,.786,11,4,12,94,BOS,.429,.464,.667,11,6,10,101,0.4681344148319815,0.35275080906148865,0.7684729064039408,10.8,10.5,14.7,107.3,0.45161290322580644,0.3682539682539683,0.7757847533632287,11.8,9.6,13.8,104.5,A,1544.4197527034262,1552.957561052632,1536.269349264806,1561.1079644912522,999.810353253343,1136.2530655929627,995.0599432975197,1141.0034755487861
104,LAC,.458,.154,.774,15,7,13,104,MEM,.476,.419,.833,9,8,11,113,0.4392857142857143,0.38666666666666666,0.753731343283582,11.8,7.0,14.1,105.6,0.449936628643853,0.35,0.7727272727272727,7.0,8.7,13.4,100.2,A,1515.4548387098455,1532.0834138598404,1506.3082000114894,1541.2300525581966,906.3845319247865,706.1859298006357,888.7686341077517,723.8018276176705
105,DET,.506,.542,.682,8,10,14,108,SAC,.526,.476,.692,3,6,17,99,0.45795454545454545,0.33448275862068966,0.7777777777777778,10.9,9.0,13.2,103.6,0.4223013048635824,0.305,0.7517241379310344,9.6,7.8,14.8,88.2,H,1512.532786141529,1430.3740257352506,1519.5458560634463,1423.3609558133332,900.7774410460811,446.70521969222955,901.752101820525,445.73055891778563
106,CHI,.354,.262,.750,16,10,17,90,NOP,.402,.290,.773,5,9,13,96,0.39693757361601884,0.33226837060702874,0.7719298245614035,10.0,6.2,15.0,91.0,0.4540162980209546,0.31921824104234525,0.7685589519650655,9.8,9.0,16.4,105.4,A,1474.3833190519617,1492.309094167472,1467.1528924956579,1499.539520723776,494.14843549088476,960.3086454892365,493.42797571382494,961.0291052662963
107,MIN,.544,.417,.800,10,7,18,112,DAL,.460,.370,.750,7,7,15,99,0.4679113185530922,0.3744493392070485,0.7910447761194029,10.6,10.0,16.2,109.9,0.4150717703349282,0.3704819277108434,0.7523364485981309,9.0,6.9,14.8,97.8,H,1486.4593237658016,1424.7515196574989,1496.0833913760302,1415.1274520472703,972.9685583960213,611.0401980990271,975.072567212405,608.9361892826433
108,DEN,.460,.250,.815,9,9,17,108,GSW,.549,.450,.529,7,13,13,127,0.46588235294117647,0.4013840830449827,0.6951219512195121,11.3,8.5,14.8,107.9,0.5224586288416075,0.4166666666666667,0.8238095238095238,9.3,7.7,16.7,119.2,A,1517.8954137429637,1553.317390533731,1504.0848788560456,1567.127925420649,954.1768141816842,1326.7382667311078,951.623431463824,1329.291649448968
109,CLE,.438,.278,.913,15,6,13,115,ATL,.477,.440,.706,11,4,17,117,0.4867149758454106,0.339041095890411,0.8227848101265823,8.1,6.7,15.2,110.0,0.4561611374407583,0.39473684210526316,0.795,7.8,9.3,15.9,103.4,A,1472.8433573716636,1450.2024802526726,1467.602133429619,1455.4437041947172,914.4641252784887,553.388863862448,902.3861936419909,565.4667954989459
110,LAC,.391,.290,.800,18,11,15,101,MIA,.440,.389,.842,10,12,16,104,0.4385342789598109,0.3724832214765101,0.7718631178707225,11.9,7.3,14.3,105.6,0.4657375145180023,0.33762057877813506,0.7692307692307693,8.1,7.7,16.7,104.7,A,1506.3082000114894,1485.7263871944585,1500.287655159516,1491.746932046432,888.7686341077517,866.3893085335544,882.7099349620856,872.4480076792205
111,ORL,.363,.207,.889,10,4,13,88,BOS,.438,.333,.750,9,10,13,104,0.48928571428571427,0.41946308724832215,0.7218543046357616,7.3,7.7,17.2,105.6,0.44657863145258103,0.3782051282051282,0.7619047619047619,11.4,9.2,13.5,103.8,A,1538.4491938222122,1561.1079644912522,1525.540174290324,1574.0169840231404,716.3813700068142,1141.0034755487861,714.7054013151878,1142.6794442404125
112,TOR,.463,.208,.630,9,7,13,96,WAS,.471,.478,.696,11,9,17,107,0.46604215456674475,0.3194888178913738,0.7833333333333333,9.1,9.1,13.2,108.4,0.46885617214043035,0.39649122807017545,0.7407407407407407,10.8,8.6,14.3,114.1,A,1534.3617617097539,1514.6835625196334,1522.5413122356356,1526.5040119937516,1322.8177691177839,956.2997675356353,1295.02841207134,984.0891245820792
113,HOU,.593,.590,.857,5,9,20,137,UTA,.432,.382,.875,8,7,13,110,0.44642857142857145,0.31065759637188206,0.8024691358024691,9.1,9.4,14.4,108.2,0.449079754601227,0.39649122807017545,0.8426395939086294,8.4,10.5,16.0,101.1,H,1523.3814280950558,1521.4525262251395,1543.4977356749491,1501.3362186452462,1300.1966831396185,1099.5440163338603,1308.5612035868608,1091.179495886618
114,NYK,.500,.261,.737,12,8,12,108,IND,.468,.480,.882,4,6,12,101,0.4518779342723005,0.34,0.7850467289719626,10.1,8.0,17.5,102.3,0.4811858608893957,0.4089068825910931,0.7330097087378641,9.3,7.8,13.5,109.6,H,1470.3528839524338,1504.2975153561997,1479.8426766166226,1494.8077226920109,692.9607551327708,985.468316412941,711.4867366767267,966.9423348689852
115,POR,.500,.350,.786,7,6,21,103,OKC,.449,.333,.533,6,11,11,99,0.417910447761194,0.35424354243542433,0.8221343873517787,11.2,6.7,13.6,103.2,0.4583333333333333,0.36075949367088606,0.7552083333333334,10.8,10.1,14.5,105.1,H,1499.06307187108,1536.269349264806,1506.2768471723014,1529.0555739635845,999.6561796003924,995.0599432975197,1005.8740247867865,988.8420981111256
116,LAL,.471,.333,.783,8,5,16,107,MEM,.460,.297,.786,6,6,12,102,0.4637002341920375,0.2850877192982456,0.7268292682926829,9.0,8.9,16.0,100.6,0.45625,0.36363636363636365,0.7669491525423728,7.0,8.8,12.7,101.9,H,1477.8987764377848,1541.2300525581966,1486.648208152734,1532.4806208432474,794.4269064864582,723.8018276176705,799.7522577769528,718.4764763271759
117,ATL,.481,.500,.800,5,8,14,107,BOS,.481,.389,.818,7,3,13,110,0.45720984759671746,0.3931297709923664,0.7788461538461539,8.6,8.8,16.0,104.5,0.44166666666666665,0.3684210526315789,0.7543103448275862,10.7,9.2,13.2,102.9,A,1455.4437041947172,1574.0169840231404,1452.0154773397776,1577.44521087808,565.4667954989459,1142.6794442404125,565.2006028122287,1142.9456369271297
118,GSW,.368,.344,.917,13,12,14,97,MIA,.361,.308,.706,7,10,20,80,0.5257611241217799,0.41369047619047616,0.8056872037914692,9.5,7.9,16.6,120.7,0.4565727699530516,0.35,0.7897727272727273,7.6,8.1,15.9,102.9,H,1567.127925420649,1491.746932046432,1577.9912591457958,1480.8835983212853,1329.291649448968,872.4480076792205,1330.7343213942763,871.005335733912
119,CLE,.500,.500,.868,12,7,12,124,MIL,.566,.433,.750,8,6,16,119,0.4797136038186158,0.3434343434343434,0.8416666666666667,8.8,6.7,14.9,110.8,0.48055207026348806,0.38022813688212925,0.7842105263157895,5.5,7.6,14.1,101.5,H,1467.602133429619,1478.2262288439097,1474.916804440821,1470.9115578327078,902.3861936419909,945.0275583254975,910.5618650156864,936.8518869518019
120,IND,.473,.375,.833,11,4,10,112,NOP,.506,.400,.682,11,6,12,117,0.47344110854503463,0.3943089430894309,0.7428571428571429,8.9,7.5,13.6,107.3,0.45127610208816704,0.32247557003257327,0.7608695652173914,9.4,8.6,15.8,105.2,A,1494.8077226920109,1499.539520723776,1487.8923624048,1506.4548810109868,966.9423348689852,961.0291052662963,959.7511789249276,968.2202612103539
121,WAS,.427,.400,.781,3,5,15,99,DAL,.473,.367,.800,11,6,11,113,0.4718714121699196,0.39636363636363636,0.7380073800738007,10.7,8.8,14.6,113.1,0.4169653524492234,0.36942675159235666,0.7414634146341463,8.8,7.1,14.8,96.6,A,1526.5040119937516,1415.1274520472703,1508.0068251086327,1433.6246389323892,984.0891245820792,608.9361892826433,951.1369392048351,641.8883746598874
122,TOR,.543,.520,.750,7,5,15,119,CHI,.500,.379,.821,8,10,13,114,0.4675324675324675,0.30990415335463256,0.768,9.2,8.8,13.6,108.1,0.40229885057471265,0.330188679245283,0.7730061349693251,10.4,6.3,14.8,93.1,H,1522.5413122356356,1467.1528924956579,1528.2147969718503,1461.4794077594431,1295.02841207134,493.42797571382494,1295.1125467270854,493.34384105807965
123,SAS,.536,.536,.789,11,13,13,120,LAC,.512,.367,.706,10,6,17,107,0.41942857142857143,0.33783783783783783,0.7123287671232876,13.3,7.4,14.1,96.5,0.44405182567726736,0.36082474226804123,0.7785977859778598,12.2,7.8,14.0,107.0,H,1485.33828305105,1500.287655159516,1498.2726384634286,1487.3532997471373,959.287382186905,882.7099349620856,968.3285749587203,873.6687421902703
